"#Separate class not required.\
"Class has no __init__ method (no-init)","CodeBrag",4
"Player is having a single life.","GamifiedSD",4
"Large class. could break in smaller classes.","Github",4
"BUG: At Level 2 , When a donkey collides with 2 fireballs, a new static 'D' is seen which gets removed if a donkey object collides with it.","Phabricater",5
"Warning:   Found indentation with tabs instead of spaces (mixed-indentation)","Github",3
"Dead code.Commented code should be removed.","CodeBrag",4
"score is initialised and also updated but the  updated one not being printed.","GamifiedSD",4
"Error - Instance of 'Fireball' has no 'pposx' and 'pposy' member.","Github",4
"Too-many branches.(21/12) as in PEP-8, 12 maximum branches are said good.","GamifiedSD",4
"excessive whitespace","GamifiedSD",2
"==Duplicated Code==
should be done within the constructor of object class.","Phabricater",4
"Code Smell:Too many statements (71), should be <= 50.","Bitbucket",4
"Fireballs don't get destroyed which cross the limit of screen and create an error in program","Bitbucket",5
"Bug : Player jumps and falls down to lower floor if ladder is climbed too fast","Bitbucket",5
"2 lines should be left blank between Class and first method. PEP8 standards violated.code smell: long class","Github",4
"avoid white space immediately inside parentheses  ","Github",2
"Encapsulation also not implemented. Class Donkey missing. When the user presses the quit option 'Q', the game doesn't show the final score. ","Github",5
"Not removed dead code","GamifiedSD",4
"2 kinds of jump functions should be there,but only one is written.","Github",4
"wild card import of pygame\
It is already imported in the other files","CodeBrag",2
"

Large class. Bad code smell. Should have been divided into sub classes.
","Phabricater",4
"Exactly one space required around assignment.Not according to Pep-8 Standards.","Bitbucket",2
"The following lines of code till line 138 should have been included in a class.","Github",4
"#### Game never enters this *if* condition.","CodeBrag",4
"Repetition of similar statements.
Use of iterative statements are appreciated.","Phabricater",4
"code Smell.Cyclomatic complexity.","Bitbucket",4
"Too many Branches and too many return calls, Code Smell: Contrived Complexity, should be broken into smaller pieces, scope for simplicity","Bitbucket",4
"Duplicated code: identical or very similar code exists in more than one location.","CodeBrag",4
"BUG - while on ladder fireball does not affect player's life","Bitbucket",5
"Stairs have also been hard-coded, should have been generated randomly.","Phabricater",4
"Bugs found in code. Random letter \""d\"" pops up at the sides of the game board and moves the game board at random times. No action for donkey collision. PEP 8 standards of indentation, spacing not followed.","Phabricater",2
"Entire code can be decomped into multiple files for better understanding

","Phabricater",4
"Nice. Added method docstring.","Bitbucket",3
"When a player loses a life, he is not penalized as asked in the question.","Github",4
"Code Smell (Dead Code): Unused variable 'gamelevel'. Unused code must be removed.","Bitbucket",4
"no use of copy pygame
According to PEP-8 comma separated imports should be avoided","Phabricater",2
"imports should be in separate lines(PEP8)","Bitbucket",2
"Function name is uncommunicative -- code smell","CodeBrag",4
"many unused-wildcard-import.","Github",2
"Levels were not defined. Map reset happens everytime though.","GamifiedSD",4
"All functions should be inside a class.","Phabricater",4
"PEP-8
Improper white space after ' , '","Phabricater",2
"could use for loops or randomisation.","CodeBrag",4
"

The constants should have been placed in a separate file to easily change them when required.
","Phabricater",5
"Missing method Docstring AND self hasnt been used at all in this function that is no inclass attributes are being used or updated in this function","Bitbucket",3
"Modulation is missing.","Bitbucket",3
"PEP-8 violations : exactly one space after comma","Github",2
"unused import matrix. Only modules which have to be used are to be imported.","Github",3
"All compulsory functions have been implemented.","Bitbucket",2
"code smell: contrived complexity. hit detection should be modularized so no duplication exists for each type of movement.","GamifiedSD",4
"#pep8\
-class name should start with a upper_case letter","CodeBrag",3
"PEP8: Unused imports from a wildcard import.","Github",3
"The function has too many branches(48), too many local variables(21) and too many statements(129).The function is too long. Bad code smell. Should be broken down into more functions.","Bitbucket",4
"avoid using wild card imports(pep-8).","CodeBrag",2
"Directions of player movement could be implemented individually instead of the whole move function. Makes it difficult to understand the code.","Bitbucket",4
"Missing module docstring.Used when a module, function, class or method has no docstring. Some special methods like init() don't require a docstring and for those, this message is not raised if they have no docstring.","Bitbucket",3
"Duplicated code, the code from lines 34-42 and 45-43 are similar, only one block with more conditions could be used to avoid duplicated code.","Github",5
"Maximum Line length exceeded PEP8 standards violated  https://www.python.org/dev/peps/pep-0008/#maximum-line-lengthMaximum Line LengthLimit all lines to a maximum of 79 characters. ","Github",2
"there is a possibility of getting the same board in different levels! because of rand  ","Phabricater",4
"misleading comment","Phabricater",3
"So many lines doing the same assignment","Github",4
"Donkey is not moving","GamifiedSD",4
"invalid-name l, b, x, y since constants should be uppercase according to PEP-8","Bitbucket",3
"Similar code used too many times.(Duplicated code)","Bitbucket",4
"polymorphism not used","Github",4
"similarly for above he cannot climb a ladder till he jumps again to get to the top of floor","GamifiedSD",4
"Missing module docstring","Bitbucket",3
"bug:pixel arrangement is also bad.player cannot coincide with ladder.","Github",4
"PEP-8 standards violation:   Invalid constant name ""coinImage"" ","Github",3
"PEP-8 standard violation:
Line too long, 140 characters present instead of the standard limit of 79 characters per line.","Phabricater",2
"beyond 323 : all the lines have already been repeated in nonliving.py. repetition of lines across modules. bad practice.","Github",4
"Variable 'd_x' not used anywhere else. Not required","Github",3
"Agreed! But it wasn't confusing for me.","GamifiedSD",2
"Missing method docstring (missing-docstring)","CodeBrag",3
"Duplication of code.Creator could have called print board after the if statements.","Bitbucket",3
"Too large method. Too many branches. Can be broken into simpler modules and methods.","GamifiedSD",4
"Doesn't use inherited class's update.","GamifiedSD",4
"Trailing Spaces.","GamifiedSD",2
"Docstring missing for class and methods","Bitbucket",3
"too many conditions being checked on one line, also the number of characters is more than 79.","CodeBrag",4
"Class name should start with a capital letter as per the PEP 08 standards.","Bitbucket",3
"Your comments seem to be very subjective in nature. I'll consider it though from next time.","GamifiedSD",2
"Line too long,greater than 79 characters. PEP 8 standards violated","Github",2
"only single fireball is present and is not coming from donkey","Phabricater",2
"Many unused imports like shuffle etc.","Bitbucket",2
"Duplicated code application level code smell --- Such functions have also been defined in person class, donkey, player class","CodeBrag",5
"Negetive: NameError: name 'per3' is not defined. ->code smell","GamifiedSD",3
"sfs","Phabricater",1
"missing doc string","GamifiedSD",3
"code smell: non descriptive and not useful comments","GamifiedSD",4
"Use PEP standards to Name methods . https://www.python.org/dev/peps/pep-0008/#method-names-and-instance-variablesMethod Names and Instance VariablesUse the function naming rules: lowercase with words separated by underscores as necessary to improve readability. Use one leading underscore only for non-public methods and instance variables. ","Github",3
"Redefined 'x' and 'y'. ","Github",3
"Very long Method Bad code smell http://blog.codinghorror.com/code-smells/Long methodAll other things being equal, a shorter method is easier to read, easier to understand, and easier to troubleshoot. Refactor long methods into smaller methods if you can.Gameloop() is too long. Gives rise to high Cyclomatic complexity.The method Gameloop can be broken down into multiple methods. ","Github",5
"PEP 8 standards violated : Camel case naming not recommended in PEP 8 convention.","Phabricater",3
">79 chars in line of code","CodeBrag",2
"Broken ladders not implemented.","Github",4
"Exit on q not implemented, fireballs does not go random when fell down stair, map is not random, ","Github",4
"Feature Envy Code Smell","CodeBrag",4
"coin object not named properly","Phabricater",4
"No-instructions for the user whether to use arrow keys or a,s,w,d.","Github",4
"Some general guidelines:4 spaces should be used instead of tabs for indentation to conform with the PEP 08 standards.The variable-names, in general, do not follow naming conventions. Follow: http://pylint-messages.wikidot.com/messages:c0103 for regex of valid names.A pair of spaces should be used around an assignment(or other) operators.A line shouldn't be too long. It should be < 80 characters long.There should be no trailing whitespaces.","Bitbucket",3
"Bad code smell .\
(Duplicate code )\
getX(),getY(),getposition(),getFlag(),setFlag()  methods are comman in player, donkey and fireball class.\
instead they can be written in person class once  from which other classes can inherit this meth","CodeBrag",5
"Player climbs the ladder without any dis-functionality.","Bitbucket",4
"Bad indentation in many places.","GamifiedSD",3
"encapsulation is not implemented!!!","Phabricater",4
"too many statements in every 'elif' conditions.","GamifiedSD",4
"Polymorphism not used","GamifiedSD",4
"ERROR/BUG:Fireballs are not working,cant climb the ladder near queen","Github",5
"Many unused variables from wildcard ('*') import ","GamifiedSD",2
"No new lineNo new line at the end of file.","Github",2
"Instead of hardcoding the entire gameboard, use of loops would have been better.
It could have to improved understandability and made it easier to edit sections of board. ","Phabricater",5
"Bug:
Multiple copies of the players are formed when it jumps and the copies increases.","Phabricater",4
"Hardcording Board should be avoided. It can be implemented using for loops.","GamifiedSD",4
"Player never dies,even on hitting with donkey","Github",5
"line too long.","GamifiedSD",2
"Donkey and coins have not been implemented.","Bitbucket",5
"Code Smell: Very similar code in the conditional statements.","Github",4
"This is not a bug. Read the README file. I have implemented the jump such that gravity is turned off for 3 steps. ","Bitbucket",5
"Very long function. Can be simplified or split into smaller functions.","Phabricater",4
"Class does not have public methods ? \
","GamifiedSD",4
"PEP8 standards not followed.
Extra blank lines may be used (sparingly) to separate groups of related functions. Blank lines may be omitted between a bunch of related one-liners .","Phabricater",2
"the variable 'z' should have been passed from here","CodeBrag",3
"This class seems to do everything like checking collision, walls, collecting coins etc. The class tends to do both the functionality of characters as well as the main game loop . [god class]. Bad code smell.Class is not appropriately structured. init function has no attributes.all attributes of the class ( b, player, floorwalls, rightwalls etc) have been used outside the init  and none of them have been declared/initiated in the init function. very bad coding style.No function implemented for jump.Code Smell: too many instance attributes.Class has no Method descriptors.","Github",5
"Violates PEP-8:
Too many blank lines. No Necessity of so much  to separate different parts of the program/ different function methods.","Phabricater",2
".Cant use import statements inside functions.Should be done seperately outside","Bitbucket",3
"Too many branches and statements. Code to be refactored to be modularized and distributed.","Github",4
"unnecessary semi colon","CodeBrag",2
"When the player is jumping across, even though he touches the coin, it is not collected. Bug.","CodeBrag",4
"Edit: Remove comment, i is used","CodeBrag",4
"Modified review.","Phabricater",1
"Missing method docstring.Used when a module, function, class or method has no docstring. Some special methods like init() don't require a docstring and for those, this message is not raised if they have no docstring.","Bitbucket",3
"PEP-8 standard violation:
Class definitions should be surrounded by two blank lines.","Phabricater",2
"player cannot jump","GamifiedSD",3
"Many unused imports. (eg. sys)","Github",2
"####duplicate code..\
* same code structure used multiple times to generate multiple coins. \
* try using loop instead.","CodeBrag",4
"Uncommunicative names, bad smell. Use better name for future reference.","CodeBrag",4
"Since getX and getY  functions are being used by other classses too, they should have been defined inside the person class, so that all the classes inheriting from person could have used it from there itself.","Phabricater",4
"Old-style class defined. (old-style-class)","CodeBrag",2
"Positive: Constants capitalized , meeting PEP 8 standards ","GamifiedSD",3
"Bug: The game does not quit on pressing 'q' as was required.","Github",4
"unnecessary parentheses used in if condition, python if conditions don't need parentheses ","Github",2
"Invalid variable name ""fd""","Bitbucket",3
"PEP-8 standards violation:  Exactly one space required around assignment","Github",2
"More than one statement on a single line (multiple-statements)","CodeBrag",4
"Don't use global values for player. If multiple players exist then all will use same coordinates and all will overlap with others.It will lead to errors.","CodeBrag",4
"Excessive use of literals: these should be coded as named constants, to improve readability and to avoid programming errors. Additionally, literals can and should be externalized into resource files/scripts where possible, to facilitate localization of software if it is intended to be deployed in different regions. Here variables like cnt_fireballs, mov_fireballs, mov_donkey which are compared against literals like 150, 1, 5, these literals should be declared as constants","CodeBrag",5
"Writing block comments is a good practice.","Github",3
"Too many if's used -> code smell","Github",4
"put white spaces on either side of + , - etc;","GamifiedSD",2
"lives should have been a member of Player class","CodeBrag",4
"Hardcoded arena..Definitely a bad practice as there is no further scope of new level generation(should have used proper modules and random function to implement this task).","Bitbucket",5
"bad indentation and no doc-string for the class","CodeBrag",3
"player can't move other than the initial line because no functions are implemented for example ladder,jump,move to the platform just below when the player is in air.","Github",5
"Proper Comments are not provided for the code.","Github",3
"cyclomatic complexity (too many if-else conditions) (Bad code smell).","CodeBrag",4
"jump left jump right jump not implemented !!","Phabricater",4
"Player icon was same even when it moving.","GamifiedSD",4
"No purpose of using a variable c.","CodeBrag",3
"Large number of objects drawn in each loop with no FPS enforcement.","GamifiedSD",4
"Line too long. Should have done the calculation in a separate line.Lesser than 80 characters, line is not long, also, the calculations don't need to be split.","Github",2
"when 'd' is  given as input ,giving wrong output format.when non specified keys are given as input,it shouldn't effect the game.","Github",4
"Exactly one space required after comma (Bad whitespace)","CodeBrag",2
"There should be space after comma.","Bitbucket",2
"Unreachable code. You returned from the method by using break. Anything after that is unreachable.","Bitbucket",4
"Redefining name 'l' from outer scope (line 337).","Bitbucket",4
"statement ends with a semicolon, not part of pep8 standards","CodeBrag",2
"BUG:
Reaching the end of the floor, doesn't make the character stop neither a fall, but the character keeps moving ahead.","Phabricater",5
"The following errors have been identified in the code snippet below : 1. Cyclomatic complexity: too many branches or loops; this may indicate a function needs to be broken up into smaller functions, or that it has potential for simplification.Could be made more readable by proper indentation and by better line-spacing.There is a fair amount of complexity in the conditional statements below.","Github",4
"PEP-8
clas names should use CapsWord case","Phabricater",3
"exactly one space require after comma. bad whitespace","CodeBrag",2
"No space allowed before :","CodeBrag",2
"imports should be in separate lines","Bitbucket",2
"Bad practice
Use of tabs instead of spaces.","Phabricater",2
"Code Smell Duplicated Code, line 95-99, 105-109,117-121, lines can be condensed.","Bitbucket",5
"Too many lines left.","Phabricater",4
"Will not quit if chosen 'n'.","Phabricater",4
"The fireballs must move continuously without waiting for user's keyboard input.","CodeBrag",4
"unused block of code used (PEP 8). No need of any operation on files.","GamifiedSD",4
"Didn't add quit functionality i.e quitting the game when q is pressed","GamifiedSD",4
"Variable x is not unused it waits and takes the input from user","Bitbucket",4
"PEP-8 standard Violation:
Line too long, 84 characters used instead of the standard 80 characters limit per line.
Exactly one space should be present after each comma(,)
","Phabricater",2
"PEP-8 standard violation :
All imports should always be put at the top of the file, just after any module comments and docstrings, and before module globals and constants.","Phabricater",2
"Wildcard import. Bad practice. Should import only those parts which are required.","Bitbucket",3
"Code Smell 
Code could have been combined under one loop","Phabricater",4
"expected 2 blank lines (pep-8 standard )","CodeBrag",2
"Separate modules should have been imported in separate lines.","Phabricater",4
"Unused argument 'score'","Phabricater",4
"Exactly one space required after  both commas (bad-whitespace) .Not according to Pep-8 Standards.","Bitbucket",2
"fireball class and donkey are not implemented at all !","GamifiedSD",4
"Class can be omitted as its methods are empty and no attribute","GamifiedSD",4
"Cool game :)","Phabricater",3
"Too long line. It should be divided into multiple statements","GamifiedSD",2
"total life's given are 4 but asked only 3","GamifiedSD",4
"BUG
Screen size not supported for full HD displays","Phabricater",3
"Nice :-D","Phabricater",1
"Fireballs drop down on every ladder and broken ladder and none of them go past the ladders.","GamifiedSD",4
"unused wild card import.","GamifiedSD",2
"This function doesn't make sense in Person class.","CodeBrag",3
"PEP 8 : Blank line at the end of the file.","CodeBrag",2
"The string statement has no effect. ","GamifiedSD",3
"Line too long. Not as per PEP-8 standards.","Bitbucket",2
"global variables should be used within the module it was declared in but it is being used everywhere. (PEP8)","GamifiedSD",4
"Code Smell
Developer too hopeful for assignment code 
This should have been added in readme instead of the code ","Phabricater",4
"High cyclomatic complexity for above block of code, this classifies as a code smell.","CodeBrag",4
"bug: Running the game on some systems(Fedora 22 in my case) gives error: 'pygame.error: Unrecognized music format', but that's probably a pygame error. This error is caused due to lines (DKMain.py:46-48 and 65,66). Removing these lines will make the game work on even those systems.","Bitbucket",5
"as the order of statements is different I implemented in two parts suggest me a better way","CodeBrag",4
"Queen, Coin, Wall,Ladder,FakeLadder all 5 classes could have been derived from single template of static object, which could have been derived from pygame.sprite.Sprite","Phabricater",5
"#functionality, fireballs almost follow the same path, i.e behaviour expected, loophole in the game.","GamifiedSD",4
"Donkey doesn't move. It is only generated randomly at every iteration.","Phabricater",4
"should have used classes and modules,each class for an object thus making the code more clear and easily understandable\
\
","GamifiedSD",4
"Donkey Kong has not been added to the game.","GamifiedSD",4
"One space should be added after each comma. Not as per PEP-8 rules.","Bitbucket",2
"no need of this line.","CodeBrag",1
"Line to long (Line must have less than 70 characters)","CodeBrag",4
"Random coin generator is not so random(it is using fixed set of methods to put coins on the arena).","Bitbucket",5
"Swapping between the player and the stairs while doing a jump done in a wrong way.Condition for collision between the wall(boundary) and the player \
not implemented.","GamifiedSD",5
"### no functions used for large segment of code\
- large part of code is not within any function\
- Bad code smell","CodeBrag",4
"Error:   Use of super on an old style class","Github",3
"The variable-names, in general, do not follow naming conventions.Follow: http://pylint-messages.wikidot.com/messages:c0103 for regex of valid names.","Bitbucket",3
"Encapsulation and Polymorphism not properly implemented","Github",4
"Conditional Complexity","Bitbucket",4
"Trailing whitespace after line and missing space after comma. Not according to PEP8 standardinvalid constant name 'screen'","Github",3
"Escape is used to quit the game","GamifiedSD",4
"Fireballs are not implemented","CodeBrag",4
"naming variables, functions and classes does not follow PEP-8 standards.","GamifiedSD",3
"on the spot jump is not implemented","CodeBrag",4
"Life is not displayed .. Hence unable to tell if game has been restarted or not.","GamifiedSD",4
"PEP 8 standards not followed : Method docstring absent from all functions.","Phabricater",3
"Duplicated code: identical or very similar code exists in more than one location.  \
A simple array and loop implementation would have reduced the code size from 10 -> 3","CodeBrag",5
"Exactly one space required around assignment. PEP8 standards violated.","Github",2
"Duplicate code : Similar function present in other classes.","Github",4
"Code smell : Inappropriate intimacy","Phabricater",4
"The loop has very high Cyclomatic complexity","Github",4
"Unused argument 'score'","Phabricater",4
"too many whitespaces used (pep-8)","CodeBrag",2
"PEP-8 and PEP-257 standard violation: Missing function docstring.","Bitbucket",3
"BUG!! Player stays in air as it seems on the edge of the mid floors, should have taken care of the end points of the floor.","GamifiedSD",4
"no use of encapsulation","Bitbucket",4
"This part should have been in the fire ball class.","Bitbucket",4
"Bad whitespace","CodeBrag",2
"Import only the required classes from the modules\
Wildcard import is not appreciated\
Bad Coding practice","GamifiedSD",3
"Unnecessary import of copy. Not used","Github",2
"Player getting four lives.","Github",3
"not coming down from broken ladders","GamifiedSD",4
"scores and lives are not shown. Lives are not implemented.","GamifiedSD",4
"Jump function  not implemented properly ,vertical jump using space is not implemented at all .","GamifiedSD",5
"492 lines have been duplicated in the whole program. Bad practice.","Bitbucket",3
"Old style class defined","Github",3
"If player,queen,DonkeyKong meet the game stops for sometime.","Github",5
"First letter of class should be capital.
eg Obj","Phabricater",3
"code duplication (same thing declared in donkey.py)","GamifiedSD",4
"Class names should normally use the CapWords convention. (pep-8)","CodeBrag",3
"Docstrings absent for certain classes and methods.","Bitbucket",3
"GENERAL GUIDELINES 1.  Trailing white spaces found at some places. 2. It's a good practice to give indentation using 4 spaces rather than tab 3. Spaces are not present correctly around operators like comma,assignment operator etc. 4. Usage of docstrings for modules,methods,functions is a good coding practice. 5. Classnames,Variablenames,Constantnames should follow proper PEP-8 standards. 6. There are unused things in the code i.e. randint. 7.  it's a good coding practice that the class has a init() function. 8.   Public functions should be in good number.","Bitbucket",5
"There should be a space around assignment","Bitbucket",2
"dead code . comments should be removed from it","CodeBrag",4
"score is not displayed","Github",4
"Code Smell
Since all objects are generally rectangles a wrapper class to draw rectangles could have been made","Phabricater",5
"'pass' not needed
unnecessary statement","Phabricater",2
"Code smell : Too many parameters.","CodeBrag",4
"PEP-8 standard violation:
Avoid extraneous whitespace immediately inside parentheses, brackets or braces, that is, no space is allowed after bracket.","Phabricater",2
"board should be randomized !! instead of manual","Phabricater",4
"BUG: Donkey does not kills the players, sometimes","Github",4
"PEP-8 and PEP-257 standard violation: Missing function docstring.","Phabricater",3
"Bug: Levels have not been implemented.","Github",4
"Docstring missing for class and methods","Bitbucket",3
"Game functional problems:The jumping part is not as desired. The player jumps in only one direction.","Bitbucket",5
"Duplication of code.Make a list of the objects and iterate through it than repeating the same line.","Bitbucket",4
"many unused imports and methods","Bitbucket",2
"No presence of coins in the game","Github",4
"not readable , not well commented.","Github",3
"Each and every functionality is implemented","Github",3
"Layout is hard coded, hard to debug. Layout is fixed instead it should dynamically be created randomly.","Github",4
"Lazy class.","Phabricater",4
"Add one space after comma wherever not use.","Bitbucket",2
"No private members","Bitbucket",4
"Code Smell: Excessive use of literals. These should be coded as named constants and should be externalized into separate resource files/scripts.","Github",4
"Unnecessary declaration
It is not used in the code","Phabricater",4
"use of more while loops for writing same functionality things","GamifiedSD",4
"too may branches\
PEP-8 branching standards","GamifiedSD",4
"fireball and fireball collision is not checked !
one fireball eats the other fireball sometimes !!
","Phabricater",4
"Some general guidelines:4 spaces should be used instead of tabs for indentation to conform with the PEP 08 standards.The variable-names, in general, do not follow naming conventions. Follow: http://pylint-messages.wikidot.com/messages:c0103 for regex of valid names.A pair of spaces should be used around an assignment(or other) operators.There should be no trailing whitespaces.","Bitbucket",3
"This method could be defined in the base class Person.","Github",4
"Functionality:
No get-set Function used. Direct access of Class-variables is not a good practice   ","Phabricater",4
"Coins are placed randomly, they are not on the floor, some of them are floating in the air.","CodeBrag",4
"Bad whitespaces","Github",2
"Missing Module Docstring","CodeBrag",3
"###Dead Code\
(**bad code smell**) - lines of code that are no more required should be deleted.","CodeBrag",5
"missing class docstring","Bitbucket",3
"PEP8: Add a space character after a comma.","Bitbucket",2
"Good commenting ","Phabricater",2
"bad whitespace","CodeBrag",2
"Too many comments.","Github",4
"Unexpected Indentation","Github",2
"Missing method docstring, too many branches and too many statements","Bitbucket",4
"Exceptions handled.","GamifiedSD",4
"Exactly one space required before assignment . PEP-8 convention","GamifiedSD",2
"Bad indentation. Found 16 spaces, expected 12.","Bitbucket",3
"Positive: Boilerplate used","GamifiedSD",3
"Unused variable 'i'","Bitbucket",2
"line too long.","GamifiedSD",2
"Levels are not implemented.","GamifiedSD",4
"could have displayed the number of lives left.","CodeBrag",4
"Broken stairs not implemented .","GamifiedSD",4
"Code Smell : Too many parameters: a long list of parameters.","Github",4
"Screen blit can be written as function.","GamifiedSD",4
"Exactly one space required after comma","CodeBrag",2
"missing method docstring and no-method-argument as no arguments passed to the function and invalid method name getPosition","Bitbucket",3
"Player is not getting out when he is in initial position.","GamifiedSD",4
"Code Smell : Duplicated Code Could have used a loop to generate the given requirements.","Github",4
"Unnecessary parenthesis after 'while' keyword.","Bitbucket",2
"Tidy indention throughout. You have an envious editor ...","Github",2
"Gameboard hardcoded","Phabricater",4
"Variable names should be atleast 3 characters.","CodeBrag",3
"sorry its '__val'","CodeBrag",4
"Code smell Lazy class","Bitbucket",4
"class has no init ","GamifiedSD",3
"lazy classClass does too little","Bitbucket",4
"Missing Space before binary operators such as '=' , '+' , '-'.","GamifiedSD",2
"fireball eat another fireball #bug","Bitbucket",5
"one space around both sides of = sign like x = y","Bitbucket",2
"Missing white space after "",""","Github",2
"Fireballs have not been added to the game.\
","GamifiedSD",4
"function name does not reflect the use of the function. they should clearly indicate what the function should do. (PEP8 variable naming standards)","GamifiedSD",3
"Person class has not been implemented (Player should have been a subclass of the 'Person' class)\
","GamifiedSD",5
"long method used : All other things being equal, a shorter method is easier to read, easier to understand, and easier to troubleshoot. Refactor long methods into smaller methods if you can.","Bitbucket",4
"PEP-8 standard violation:
Exactly one blank space must be left after each comma.","Phabricater",2
"God object - very large class.","Phabricater",4
"Unusual behaviour of player when near the queen.Error occurs","Bitbucket",4
"Bug : Player can jump up Broken ladders.","Github",4
"comment","Phabricater",1
"found indentation with tabs instead of spaces.\
mixed indentation errors","GamifiedSD",2
"Too much of duplication.Could have initialized the values in a list clearly defining the positions and done it in less number of for loops.Cyclomatic Complexity.","Bitbucket",4
"Wildcard import is considered as a bad practice. Only import those stuffs which are required.","Bitbucket",3
"Too many arguments.","Github",4
"getPosition(), checkWall(), checkCollision(), collectCoin() not implemented.","Github",4
"wildcard imports must not be done","CodeBrag",3
"No private members","Bitbucket",2
"indentation contains tabs.","CodeBrag",2
"Function update position does not do anything.  Bad code smell.Functions get_position() and set_position() not present in person class.","Bitbucket",4
"Player doesn,t reaches princess . The maximum reach of the player[    While doesn't considering the bug that player goes up and down beyond its reach level by instantaneously clicking multiple times up or down button .even it can disappear from the board    ] is the floor in which the princess is there.Player overlaps with the floor","CodeBrag",5
"person class already contains getX(). make use of it.","Bitbucket",5
"Exactly one space required after comma. (PEP8 standards)","GamifiedSD",2
"Expected space after comma in function definition.","Phabricater",2
"(code smell) Combinitorial Explosion: You have lots of code that does almost the same thing.. but with tiny variations in data or behavior.\
Thw two methods \""getX\"" and \""getY\"" are actually not needed.\
only a single function getposition may do the job","CodeBrag",5
"fixed it by the time of evaluation.","GamifiedSD",3
"Documentation not provided. (Player move with 'W-S-A-D' instead of 'w-s-a-d'; should have been made clear at the start of the game)","Github",3
"variable name not clear
Difficult to read code","Phabricater",3
"BUG Found: When Player hits fireball sometimes the fireball is not detroyed and remains at position of collision.","Github",4
"meaning of method should be clear....what is 'itb' ?","CodeBrag",3
"No broken ladder are shown as there should be as per the problem statement.","Github",4
"Too long line","Github",2
"Too many blank lines used violating PEP 8 rules.","Github",2
"one space around both sides of = sign like x = y","Bitbucket",2
"method names should convey the logic of what it does. Methods must be self explanatory of what do they do.   \
This ensures the code readability.","CodeBrag",3
"Expected 2 blank lines after class definition, found 1.","Phabricater",2
"Code Smell 
Hardcoded value 
should be set according to values in program","Phabricater",4
"unused arguments x and y","CodeBrag",3
"Lazy class. person class could have had more functions which couls be inherited in player and donkey","CodeBrag",5
"Excessive use of literals.Use it as named constants to improve readability.","Bitbucket",4
" Missing class doc-string ","GamifiedSD",3
"only used time module is in Player.py, but is present in rest all modules too. no need to do that.","GamifiedSD",4
"Unused Random Import","CodeBrag",2
"Absence of data abstraction : Class data members not divided into private and protected.","Github",4
"Missing class docstring (missing-docstring)","CodeBrag",3
"Code Smell: Duplicated code: identical  code exists in more than one location. Bananas instead of coins, great idea!!!","Github",4
"Missing docstring for class.","GamifiedSD",3
"The variables defined in the method 'reload' should have been defined in __init__ instead.","Bitbucket",3
"Hardcoding of the board has led to just too many problems and conflicts with PEP-8 Standards.","Bitbucket",2
"Code Smell : Method Level Smell : Too many parameters to printLayoutBad code smell:   Method could be a function Bad code smell:   Too many arguments (9 given, 5 is the standard limit) PEP-8 standards violation:   Exactly one space required after commaPEP-8 standards violation:   Line too long-118 characters,80 is the standard limit ","Github",4
"Docstring missing for this function.","Bitbucket",3
"#Excessively short identifiers:  \
The name of a variable should reflect its function unless the function is obvious.","CodeBrag",5
"catching too general exception.","CodeBrag",3
"this is hard code for to design board .you didn't use class board to implement this","CodeBrag",5
"code smell:
no encapsulation of data. ie., no private variables declared","Phabricater",4
"when player hits donkey ,donkey is replaced by player .when player moves back 'H' is shown in place od donkey.","Github",4
"Unused variable i","GamifiedSD",2
"levels not implemented(bug)","GamifiedSD",4
"Modularity,Encapsulation is not implemented","CodeBrag",4
"#Bug\
if ladders do not lie in between 2 levels then the fireball will be assigned any direction==0 and stop moving after falling straight down.","GamifiedSD",4
"PEP-8 standard violation:
Binary operators should always be surrounded by a single space on either side.","Phabricater",2
"Wrong method naming (not following PEP-8 standard)","GamifiedSD",3
"Using an array of laddar would be better","Github",4
"polymorphism not used","GamifiedSD",4
"Too many attributes exist for a single class. Redundancy can be reduced as some of the atrributes are common to most other classes and hence can be a derivative of a superclass containing all these common attributes","CodeBrag",4
"Fireballs are moving only when player is moving.","Github",4
"two lines must be left blank after class definiton.","Github",2
"PEP-8 standards violation:   Line too long 80 characters allowed 91 present","Github",2
"Different components of code should be kept in separate files to make it easier to read.","Github",5
"method is too long","Bitbucket",4
"Line is too long, too many characters.","GamifiedSD",2
"Broken Ladders not implemented","Github",4
"#Error\
Indentation is not multiple of 4.","GamifiedSD",2
"BUG : player life is not shown","Bitbucket",4
"Repetitive code. Could have been in a better way.","Bitbucket",4
"function too long, can be broken in smaller modules","Bitbucket",4
"PEP-8 standard violation: Line too long. 83 characters present instead of the standard limit of 79 characters per line.","Bitbucket",2
"@susobhan ghosh: Player dies when fireball falls on him in both cases. (Falling from gap and falling from ladder.\
Also couldn't find the bug where player dies before touching fireball.","GamifiedSD",4
"Too much of hard-coding in this section.","GamifiedSD",4
"Bug:
'donkeyPosition' is an undefined variable.","Phabricater",3
"Different levels are not implemented.","Github",4
"Too many if elif conditions. Bad code smell.","CodeBrag",4
"Code Smell: Class with too many Functions, can be refactored to balance the class load.","Github",4
"Excessive use of literals.Use it as named constants to improve readability.","Bitbucket",4
"It works for game functionality","CodeBrag",4
